id,dialect,dialect_l_encoded,text,arabic_region
1078017309858557952,LB,5,حسابشخصي ما حبيت كارين عم تصرخ كتير مش منطق واحد يحب هيك قصه مش منطقيه,Levantine
987379092193497216,TN,16,يلي عيونک مليانه بالحب و الحنين 😍 ,Maghrebi
915694890712993792,AE,15,"حسابشخصي حسابشخصي حسابشخصي لاا , المفروض يصير العكس يسفهون بالايباد ويركزون ع البي سي والماك : $ . . . ",Gulf
1032365885514608640,PL,11,حسابشخصي ماما عدوان من قضاء القدس بس ما بعرف العدوان الاردن من وين صراحه 😅 ,Levantine
1148703484935581568,MA,9,حسابشخصي مديها فخدمتو مامسوقش للتفاهات ديالهم هه,Maghrebi
658031743761408000,PL,11,ع فكرا يوم في جامعه كانت بلوزتي نفس بلوزه صاحبي وصدفه بس مش لدرجه انو بموع نفس الاشي وعادي اتقبلنا الوضع رابطويب,Levantine
1182635988528631808,LB,5,حسابشخصي مبسوط جايه عالشتا 😂 سمك الجاكيت الحراره 15 🤧 ,Levantine
962735214173806592,MA,9,حسابشخصي كيخدو ذنوبنا الله يهديهم متبقاوش تجاوبو راه معرفينش المغرب والناس اللي فيه الله ياخد الحق في الي كيبغي يشوهنا,Maghrebi
602969049455206400,OM,0,#مسقط_لايف رجاء اللي ما يعرف يتكلم انجلش ينطم 😐 . . ما نبي فضايح,Gulf
933962934178471936,SY,7,حسابشخصي انا والله اضطريت اخذه بال Ms . . هو الماده نفسها حلوه كثير . . بس امتحاناتها ابدا مو حلوه . . يعني مثلا الفاينل حيكون كله اسئله كتابيه من خمسين . . ويمكن كل سؤال عليه عشر درجات 🤦 🏻 🤦 🏻 ♂️ ,Levantine
1090273901249056768,IQ,8,حسابشخصي يلله علي كل حال خل ننهي النقاش لا نروح نتعارك ع الحضاره 😂 ,Gulf
965972967300697984,LB,5,حسابشخصي الجواب بسيط لان مش كل السنه متل بعضها . فرق كبيرر بين الوطني يللي بيهمه وطنه اكتر من حياته وبين الخاين يللي بيبيع وطنه وطايفته كرمال الكرسي . ,Levantine
1014228601812803584,IQ,8,كميه الاشياء الحلوه اللي اريد اشتريهه تتناسب عكسيا ويه الفلوس اللي عندي,Gulf
1131262561192677376,MA,9,حسابشخصي ماشي غير تتعجبني طبقي المفضل في كل وجبه غداء يكون حدايا اصلا مختص فيه تنصرعو 🤗 ,Maghrebi
674263706788888576,TN,16,# StaracArabia والله ظلم واحد من هاذم يخرج واللي اقل منهم قاعدين خاطر عاملين علاقات فضاايح رابطويب,Maghrebi
457570011763466240,LY,17,حسابشخصي حسابشخصي من اللي خاسر في الاخير ! ! ,Maghrebi
1159402733461524480,OM,0,حسابشخصي غريب ديبالا اليوفي قرر يطفشوا بكل الوسائل وهو متمسك فيهم,Gulf
984158857353154560,SA,2,حسابشخصي صعب اكيد لكن محد يدري وش ممكن يصير,Gulf
1169602057982156800,JO,6,حسابشخصي ليش المعلم واي موظف بالبلد هو اللي يتحمل فساد الحكومه ؟ ليش ما يرجعوا حقوقنا والفاسدين محدا محاسبهم وبتستروا عليهم ؟ ,Levantine
1022229101791330432,DZ,14,حسابشخصي حسابشخصي حسابشخصي ما دام انا حكيت معاك بادب تادبي نتي تاني هادي هيا,Maghrebi
749108431492030464,SY,7,اذا حابب تنام خليك عم تطلع لتنحول 😲 رابطويب,Levantine
1102597541605109760,LB,5,حسابشخصي حسابشخصي انا مني وعلي درست واتخرجت من مدارس رسميه وبي كان استاذ وبكرا بحط ولادي بمدارس رسميه هني يسطفلوا,Levantine
784842513098170368,DZ,14,حسابشخصي بلووك ومتنسايش تاخذي سيلفي معايا قبل ما نسخط ببلوك تفوو بنو مكبت بنو مهجل,Maghrebi
973670402328276992,LB,5,حسابشخصي طيب نفس الشي ، ارحمونا الله يرحمكم ، بيكفي كلام وشد عصب ، الحكمه عم يحتضر من سنتين وما حدا منكم دعم تركتوا الحكمه ليموت وتجوا تاخدوه ببلاش ، بينما ابراهيم كنعان نايم بملعب الشانفيل #بيكفي_نفاق #بيكفي_شحن #بيكفي_كذب,Levantine
1047622949124157440,QA,4,مثل ماغاب اللي م ضنيته يغيب م علي الباقي ملام لو غابو دهر ! ,Gulf
1124437968100495360,JO,6,حسابشخصي حسابشخصي الاعتذار صفه كويسه بس عرفت شو الشعب الادرني,Levantine
1136953886005244032,QA,4,حسابشخصي وشحاده عاد ! ! ! واخرتها عجوز النار ! ! ! ,Gulf
944645736104448000,LB,5,حسابشخصي نحنا اجتنا معايده خاصه . . . زوده علي القسط بسبب السلسله يلي اقريتوها يلي انا بالقطاع الخاص ما استفدت بشي منها . . . منكون ل الله فقرتونا,Levantine
758396472417189888,IQ,8,منو مفهم الشعب العراقي انو هوه محور الارض والشعوب والحكومات كلها مسويه مؤامرات عليهم 😂 ! ! ,Gulf
906744189685202944,SD,1,حسابشخصي ما بعرف لكن كلمت نفسيات دي بحسها انيويه اكتر من انها تكون رجوليه 😂 ( مع احترامي ليك ) ,Maghrebi
859726540090822656,MA,9,حسابشخصي ما غاليش رخيص بزاف هه هادو والله الا زادو فيه,Maghrebi
941133443672526848,OM,0,حسابشخصي مثل هالامور المفروض الحكم م هين لهم ادب لهم ولغيرهم 😠 ,Gulf
968253383260934016,QA,4,حسابشخصي الدين اللي عليك واجد ،، شوف ،، سدد اللي عليك اولا ،، وكل ما ضغطت علي قطر بجسمك وكرشتك،، لك فلوس اكثر ،، وعد انها اكثر من اللي اخذته من حمد بن جاسم ال ثاني ،، رابطويب,Gulf
1152281440865980416,EG,10,الاوساخ اللي شمتوا و فرحوا في خروج منتخب مصر هيشجعوا مين النهارده علشان نشجع الفريق الاخر ؟ ؟ ؟ ؟ ,Egyptian
607634939551424512,BH,13,دكتوره اذا عندج ايفون ممكن تنزلي برنامج unfurlr للفحص الروابط حسابشخصي,Gulf
874719810621493248,PL,11,يعجبني الشخص اللي يسيء الظن فيني منها حسنات ومنها افتك منه 🌚 ,Levantine
1168978479351848960,QA,4,كلمه لاحدهم ؛ عسي اللي تخيلته حبل مشنقه يلتف علي اللي في بالي وشكرا . . . . ,Gulf
806198961664966656,OM,0,يالله واحد يتبرع ويقوله انت حدك تناظر الزباله هه 😂 رابطويب,Gulf
1169170397754998784,YE,12,حسابشخصي انيسه منصور لما تجيه الحاله يقلب بنت من دوله خليجيه 😬 ,Gulf
977222756260605952,PL,11,حسابشخصي دور ع اللي يغششك 😠 ,Levantine
1173094624077996032,EG,10,حسابشخصي اللهم اامين وان يديم علينا جميعا نعمه الصحه والعافيه والستر #صبااح_الورد_نازو 🌺 ,Egyptian
991803283718201216,AE,15,انزين ممكن بالله 2 كيلو فراسه عشان نوزعها ع المستعربين ( الغالبانين ) . . . يا عرب اصلين 🤤 رابطويب,Gulf
962641606946979840,OM,0,حسابشخصي خلها تبدا براتبها قبل 😪 ,Gulf
883919040460312576,QA,4,اشلون عرفتو ؟ ؟ اكيد تتيسسون علينا 😂 #قطر_تتعامل_بالجن,Gulf
1175385459813490688,SY,7,حسابشخصي ليش عم تتشكري شو دخلك انتي هاا,Levantine
1045281819896237952,KW,3,حسابشخصي حسابشخصي ومنو قالك اني متزوجه مصري ؟ انا عيالي بدون ثانيا ليش ماتطالب الكويتي انه مايتزوج من باقي الجنسيات,Gulf
1160975060968103936,KW,3,حسابشخصي ماناصل مواصيلك يالعوود عسي الله يخليك لنا 💐 ,Gulf
967834045450157952,KW,3,حسابشخصي لك طوله العمر ولا تنسي الكتاب اللي وعدتني فيه,Gulf
1096808572900524032,QA,4,حسابشخصي حسابشخصي حسابشخصي 2 ️⃣ بس لا تدق الباب . . تري الجواب بيفجر وجهك,Gulf
1168149650286764032,DZ,14,حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي عام الضحك طاح عليكم 😅 ,Maghrebi
1163885000523206912,JO,6,حسابشخصي ازعجنا بالطقس والرطوبه قتل متعه المباراه,Levantine
926447589230342016,AE,15,حسابشخصي ماقصرتوا . . حطيتونا في قلب الاحداث مع غياب النقل التلفزيوني للاسف,Gulf
966667989553700864,DZ,14,حسابشخصي اه يا الزينه و ما درتي فينا ربي يخليك و يحفظك يا احلي انابيلا شفتها 😚 ❤❤ 😍 ,Maghrebi
1158397982192091136,KW,3,اخوي متزوج اسبانيه وعندها حتسيه امريكيه ولا تفكر تبي جنسيه بس الحفاي والفقاره معروفين من اي دول هم الي يبون الجنسيه رابطويب,Gulf
1097501902596644864,MA,9,حسابشخصي ربي يخليك محمد تا حنا المطر دابا كاين انا نردلك الدعوه بارك الله فيك,Maghrebi
1041906354577985536,OM,0,حسابشخصي عادي ترا ما غاليات سيري اشتري لحين,Gulf
617894018177839104,SY,7,واللي بحب ينام وما بدو لانو بنام كتير . شو حلتو ؟ ,Levantine
994657040529281024,LB,5,حسابشخصي صدقني ما حدا من امل عم يطبله ولا يزمرله،القصه نكايات مش اكتر من هيك,Levantine
1002076906508963840,LB,5,"حسابشخصي عم يدخلوا تجاره السم والمخدرات ويرسلوها مع الحمام , حتي الحيوان ما خلص منن",Levantine
621057708171509760,PL,11,حسابشخصي حسابشخصي حسابشخصي عزاا ازا هالحكي صحيح 😅 احنا هيك يعني هه فدا عيون الغالي ابو العساسيف,Levantine
1141317114432774016,DZ,14,حسابشخصي الله يرحمها ويجعل مثواها الجنه انا لله وان اليه راجعون,Maghrebi
1185925733073543168,LB,5,حسابشخصي تعملي كيف تكتبي بعدين علقي علي مين كيوت اكتر . تضربي,Levantine
1144157918453010432,KW,3,حسابشخصي شيسوي مسكين متعود علئ السهر والطرب 👦 🏿,Gulf
929101228998610944,IQ,8,لا ظابطه وكلش ظابطه ❤ حسابشخصي رابطويب,Gulf
1157081746749427712,SA,2,حسابشخصي حسابشخصي ياربي هذا اللي اشوفه صج والا جرافيكس 🏃 🏻 ♂️ رابطويب,Gulf
703265694771712000,DZ,14,حسابشخصي امين ويحميك يا رب,Maghrebi
1161409358351282176,SA,2,حسابشخصي حسابشخصي اخوي عبدالعزيز اذا جيت للاخوان الفلسطنين والمصرين هذي لغتهم حتي عامل النظافه يقولوا له معاليك هذا الازعر المهرقل منهم,Gulf
1099102352668348416,MA,9,حسابشخصي انا عملت لو بلوك وريحت نفسي,Maghrebi
664164848826232832,LY,17,حسابشخصي انشدي بش تكسبي اجر 😂 عندي معارف و اقارب ف اجدابيا ما نبي نتصل بيهم يقولو متصل عشان مصلحه قبل خيره ما يتصل,Maghrebi
